created_at,series_id,domain,timestamp,last_value,predicted_next_value,change_pct,signal,warning,lower_bound,upper_bound,baseline,deviation_pct
2026-08-07 14:52:25.141075,CORN_GLOBAL,food,2026-08-06 00:00:00,461.25,440.99093719014274,-4.392,DOWN,False,435.8551413785201,445.3054893023241,433.68,1.685
2026-08-07 14:52:25.377280,NATGAS_GLOBAL,energy,2026-08-06 00:00:00,2.6429998874664307,2.791196790848022,5.607,UP,True,2.5383403452399764,2.751378097174805,3.29,-15.266
2026-08-07 14:52:25.586346,OIL_GLOBAL,energy,2026-08-06 00:00:00,77.30999755859375,74.47409193858128,-3.668,DOWN,True,70.8009205186577,81.96949563384811,71.17,4.64
2026-08-07 14:52:25.761688,SUGAR_GLOBAL,food,2026-08-06 00:00:00,15.579999923706056,14.972592433910007,-3.899,DOWN,True,14.916335060512662,15.088231727206413,17.07,-12.29
2026-08-07 14:52:25.952752,WHEAT_GLOBAL,food,2026-08-06 00:00:00,630.5,572.8943832686383,-9.136,DOWN,True,580.3554253471984,596.2446390315815,553.46,3.512
2026-08-07 14:52:26.134093,LOAD_JKT,energy,2026-08-06 00:00:00,14412.0,13879.189064086706,-3.697,DOWN,False,13827.130114700543,14169.704761546596,13684.37,1.424
2026-08-07 14:52:26.335275,BBCA_JK,stock,2026-08-07 14:00:00,6400.0,6435.321346369909,0.552,UP,False,6329.260932331978,6421.643859252907,,
2026-08-07 15:52:30.705416,BTC_USD,crypto,2026-08-07 08:00:00,64545.0,64202.98686606567,-0.53,DOWN,False,64105.45612730551,64393.83208357373,,
2026-08-07 15:52:30.795889,CORN_GLOBAL,food,2026-08-06 00:00:00,461.25,440.99093719014274,-4.392,DOWN,False,435.8551413785201,445.3054893023241,433.68,1.685
2026-08-07 15:52:30.867493,NATGAS_GLOBAL,energy,2026-08-06 00:00:00,2.6429998874664307,2.791196790848022,5.607,UP,True,2.5383403452399764,2.751378097174805,3.29,-15.266
2026-08-07 15:52:30.941990,OIL_GLOBAL,energy,2026-08-06 00:00:00,77.30999755859375,74.47409193858128,-3.668,DOWN,True,70.8009205186577,81.96949563384811,71.17,4.64
2026-08-07 15:52:31.011390,SUGAR_GLOBAL,food,2026-08-06 00:00:00,15.579999923706056,14.972592433910007,-3.899,DOWN,True,14.916335060512662,15.088231727206413,17.07,-12.29
2026-08-07 15:52:31.087635,WHEAT_GLOBAL,food,2026-08-06 00:00:00,630.5,572.8943832686383,-9.136,DOWN,True,580.3554253471984,596.2446390315815,553.46,3.512
2026-08-07 15:52:31.179233,LOAD_JKT,energy,2026-08-06 00:00:00,14412.0,13879.189064086706,-3.697,DOWN,False,13827.130114700543,14169.704761546596,13684.37,1.424
2026-08-07 15:52:31.245293,BBCA_JK,stock,2026-08-07 15:00:00,6350.0,6498.373623021589,2.337,UP,False,6405.913855469426,6471.598942866422,,
2026-08-07 16:52:36.818822,BTC_USD,crypto,2026-08-07 09:00:00,64840.55078125,64275.02443313022,-0.872,DOWN,False,64090.585631621296,64428.771626124966,,
2026-08-07 16:52:36.981118,CORN_GLOBAL,food,2026-08-06 00:00:00,461.25,440.99093719014274,-4.392,DOWN,False,435.8551413785201,445.3054893023241,433.68,1.685
2026-08-07 16:52:37.117342,NATGAS_GLOBAL,energy,2026-08-06 00:00:00,2.6429998874664307,2.791196790848022,5.607,UP,True,2.5383403452399764,2.751378097174805,3.29,-15.266
2026-08-07 16:52:37.245401,OIL_GLOBAL,energy,2026-08-06 00:00:00,77.30999755859375,74.47409193858128,-3.668,DOWN,True,70.8009205186577,81.96949563384811,71.17,4.64
2026-08-07 16:52:37.358125,SUGAR_GLOBAL,food,2026-08-06 00:00:00,15.579999923706056,14.972592433910007,-3.899,DOWN,True,14.916335060512662,15.088231727206413,17.07,-12.29
